"Utility.ID","Utility.Name","Plant.Code","Plant.Name","County.Short","Technology","Energy.Source.1","City","Primary.Purpose..NAICS.Code.","GEOID","NAME","County","State","MedianHouseholdIncome","Year","Fuel.Type","Renewable.v.FossilFuel"
3046,"Duke Energy Progress - (NC)",2706,"Asheville","Buncombe","Natural Gas Fired Combined Cycle","NG","Arden",22,"37021","Buncombe County, North Carolina","Buncombe County","North Carolina",73274,2020,"Natural Gas","Fossil Fuel"
3046,"Duke Energy Progress - (NC)",2706,"Asheville","Buncombe","Natural Gas Fired Combustion Turbine","NG","Arden",22,"37021","Buncombe County, North Carolina","Buncombe County","North Carolina",73274,2020,"Natural Gas","Fossil Fuel"
3046,"Duke Energy Progress - (NC)",2706,"Asheville","Buncombe","Natural Gas Fired Combustion Turbine","NG","Arden",22,"37021","Buncombe County, North Carolina","Buncombe County","North Carolina",73274,2020,"Natural Gas","Fossil Fuel"
3046,"Duke Energy Progress - (NC)",2706,"Asheville","Buncombe","Natural Gas Fired Combined Cycle","NG","Arden",22,"37021","Buncombe County, North Carolina","Buncombe County","North Carolina",73274,2020,"Natural Gas","Fossil Fuel"
3046,"Duke Energy Progress - (NC)",2706,"Asheville","Buncombe","Natural Gas Fired Combined Cycle","NG","Arden",22,"37021","Buncombe County, North Carolina","Buncombe County","North Carolina",73274,2020,"Natural Gas","Fossil Fuel"
3046,"Duke Energy Progress - (NC)",2707,"Blewett","Anson","Conventional Hydroelectric","WAT","Lilesville",22,"37007","Anson County, North Carolina","Anson County","North Carolina",52429,2020,"Hydroelectric","Renewable Fuel"
3046,"Duke Energy Progress - (NC)",2707,"Blewett","Anson","Conventional Hydroelectric","WAT","Lilesville",22,"37007","Anson County, North Carolina","Anson County","North Carolina",52429,2020,"Hydroelectric","Renewable Fuel"
3046,"Duke Energy Progress - (NC)",2707,"Blewett","Anson","Conventional Hydroelectric","WAT","Lilesville",22,"37007","Anson County, North Carolina","Anson County","North Carolina",52429,2020,"Hydroelectric","Renewable Fuel"
3046,"Duke Energy Progress - (NC)",2707,"Blewett","Anson","Conventional Hydroelectric","WAT","Lilesville",22,"37007","Anson County, North Carolina","Anson County","North Carolina",52429,2020,"Hydroelectric","Renewable Fuel"
3046,"Duke Energy Progress - (NC)",2707,"Blewett","Anson","Conventional Hydroelectric","WAT","Lilesville",22,"37007","Anson County, North Carolina","Anson County","North Carolina",52429,2020,"Hydroelectric","Renewable Fuel"
3046,"Duke Energy Progress - (NC)",2707,"Blewett","Anson","Conventional Hydroelectric","WAT","Lilesville",22,"37007","Anson County, North Carolina","Anson County","North Carolina",52429,2020,"Hydroelectric","Renewable Fuel"
3046,"Duke Energy Progress - (NC)",2707,"Blewett","Anson","Petroleum Liquids","DFO","Lilesville",22,"37007","Anson County, North Carolina","Anson County","North Carolina",52429,2020,"Petroleum Product","Fossil Fuel"
3046,"Duke Energy Progress - (NC)",2707,"Blewett","Anson","Petroleum Liquids","DFO","Lilesville",22,"37007","Anson County, North Carolina","Anson County","North Carolina",52429,2020,"Petroleum Product","Fossil Fuel"
3046,"Duke Energy Progress - (NC)",2707,"Blewett","Anson","Petroleum Liquids","DFO","Lilesville",22,"37007","Anson County, North Carolina","Anson County","North Carolina",52429,2020,"Petroleum Product","Fossil Fuel"
3046,"Duke Energy Progress - (NC)",2707,"Blewett","Anson","Petroleum Liquids","DFO","Lilesville",22,"37007","Anson County, North Carolina","Anson County","North Carolina",52429,2020,"Petroleum Product","Fossil Fuel"
3046,"Duke Energy Progress - (NC)",2710,"Marshall Dam","Madison","Conventional Hydroelectric","WAT","Marshall",22,"37021","Buncombe County, North Carolina","Buncombe County","North Carolina",73274,2020,"Hydroelectric","Renewable Fuel"
3046,"Duke Energy Progress - (NC)",2710,"Marshall Dam","Madison","Conventional Hydroelectric","WAT","Marshall",22,"37021","Buncombe County, North Carolina","Buncombe County","North Carolina",73274,2020,"Hydroelectric","Renewable Fuel"
3046,"Duke Energy Progress - (NC)",2712,"Roxboro","Person","Conventional Steam Coal","BIT","Semora",22,"37145","Person County, North Carolina","Person County","North Carolina",70814,2020,"Coal","Fossil Fuel"
3046,"Duke Energy Progress - (NC)",2712,"Roxboro","Person","Conventional Steam Coal","BIT","Semora",22,"37145","Person County, North Carolina","Person County","North Carolina",70814,2020,"Coal","Fossil Fuel"
3046,"Duke Energy Progress - (NC)",2712,"Roxboro","Person","Conventional Steam Coal","BIT","Semora",22,"37145","Person County, North Carolina","Person County","North Carolina",70814,2020,"Coal","Fossil Fuel"
3046,"Duke Energy Progress - (NC)",2712,"Roxboro","Person","Conventional Steam Coal","BIT","Semora",22,"37145","Person County, North Carolina","Person County","North Carolina",70814,2020,"Coal","Fossil Fuel"
3046,"Duke Energy Progress - (NC)",2714,"Tillery","Montgomery","Conventional Hydroelectric","WAT","Mount Gilead",22,"37123","Montgomery County, North Carolina","Montgomery County","North Carolina",55331,2020,"Hydroelectric","Renewable Fuel"
3046,"Duke Energy Progress - (NC)",2714,"Tillery","Montgomery","Conventional Hydroelectric","WAT","Mount Gilead",22,"37123","Montgomery County, North Carolina","Montgomery County","North Carolina",55331,2020,"Hydroelectric","Renewable Fuel"
3046,"Duke Energy Progress - (NC)",2714,"Tillery","Montgomery","Conventional Hydroelectric","WAT","Mount Gilead",22,"37123","Montgomery County, North Carolina","Montgomery County","North Carolina",55331,2020,"Hydroelectric","Renewable Fuel"
3046,"Duke Energy Progress - (NC)",2714,"Tillery","Montgomery","Conventional Hydroelectric","WAT","Mount Gilead",22,"37123","Montgomery County, North Carolina","Montgomery County","North Carolina",55331,2020,"Hydroelectric","Renewable Fuel"
3046,"Duke Energy Progress - (NC)",2715,"Walters","Haywood","Conventional Hydroelectric","WAT","Waterville",22,"37087","Haywood County, North Carolina","Haywood County","North Carolina",66508,2020,"Hydroelectric","Renewable Fuel"
3046,"Duke Energy Progress - (NC)",2715,"Walters","Haywood","Conventional Hydroelectric","WAT","Waterville",22,"37087","Haywood County, North Carolina","Haywood County","North Carolina",66508,2020,"Hydroelectric","Renewable Fuel"
3046,"Duke Energy Progress - (NC)",2715,"Walters","Haywood","Conventional Hydroelectric","WAT","Waterville",22,"37087","Haywood County, North Carolina","Haywood County","North Carolina",66508,2020,"Hydroelectric","Renewable Fuel"
3046,"Duke Energy Progress - (NC)",2716,"W H Weatherspoon","Robeson","Petroleum Liquids","DFO","Lumberton",22,"37155","Robeson County, North Carolina","Robeson County","North Carolina",44909,2020,"Petroleum Product","Fossil Fuel"
3046,"Duke Energy Progress - (NC)",2716,"W H Weatherspoon","Robeson","Petroleum Liquids","DFO","Lumberton",22,"37155","Robeson County, North Carolina","Robeson County","North Carolina",44909,2020,"Petroleum Product","Fossil Fuel"
3046,"Duke Energy Progress - (NC)",2716,"W H Weatherspoon","Robeson","Petroleum Liquids","DFO","Lumberton",22,"37155","Robeson County, North Carolina","Robeson County","North Carolina",44909,2020,"Petroleum Product","Fossil Fuel"
3046,"Duke Energy Progress - (NC)",2716,"W H Weatherspoon","Robeson","Petroleum Liquids","DFO","Lumberton",22,"37155","Robeson County, North Carolina","Robeson County","North Carolina",44909,2020,"Petroleum Product","Fossil Fuel"
5416,"Duke Energy Carolinas, LLC",2718,"G G Allen","Gaston","Conventional Steam Coal","BIT","Belmont",22,"37071","Gaston County, North Carolina","Gaston County","North Carolina",66558,2020,"Coal","Fossil Fuel"
5416,"Duke Energy Carolinas, LLC",2718,"G G Allen","Gaston","Conventional Steam Coal","BIT","Belmont",22,"37071","Gaston County, North Carolina","Gaston County","North Carolina",66558,2020,"Coal","Fossil Fuel"
5416,"Duke Energy Carolinas, LLC",2718,"G G Allen","Gaston","Conventional Steam Coal","BIT","Belmont",22,"37071","Gaston County, North Carolina","Gaston County","North Carolina",66558,2020,"Coal","Fossil Fuel"
5416,"Duke Energy Carolinas, LLC",2718,"G G Allen","Gaston","Conventional Steam Coal","BIT","Belmont",22,"37071","Gaston County, North Carolina","Gaston County","North Carolina",66558,2020,"Coal","Fossil Fuel"
5416,"Duke Energy Carolinas, LLC",2718,"G G Allen","Gaston","Conventional Steam Coal","BIT","Belmont",22,"37071","Gaston County, North Carolina","Gaston County","North Carolina",66558,2020,"Coal","Fossil Fuel"
5416,"Duke Energy Carolinas, LLC",2719,"Bridgewater","Burke","Conventional Hydroelectric","WAT","Morganton",22,"37023","Burke County, North Carolina","Burke County","North Carolina",56197,2020,"Hydroelectric","Renewable Fuel"
5416,"Duke Energy Carolinas, LLC",2719,"Bridgewater","Burke","Conventional Hydroelectric","WAT","Morganton",22,"37023","Burke County, North Carolina","Burke County","North Carolina",56197,2020,"Hydroelectric","Renewable Fuel"
5416,"Duke Energy Carolinas, LLC",2719,"Bridgewater","Burke","Conventional Hydroelectric","WAT","Morganton",22,"37023","Burke County, North Carolina","Burke County","North Carolina",56197,2020,"Hydroelectric","Renewable Fuel"
5416,"Duke Energy Carolinas, LLC",2720,"Buck","Rowan","Natural Gas Fired Combined Cycle","NG","Salisbury",22,"37159","Rowan County, North Carolina","Rowan County","North Carolina",62091,2020,"Natural Gas","Fossil Fuel"
5416,"Duke Energy Carolinas, LLC",2720,"Buck","Rowan","Natural Gas Fired Combined Cycle","NG","Salisbury",22,"37159","Rowan County, North Carolina","Rowan County","North Carolina",62091,2020,"Natural Gas","Fossil Fuel"
5416,"Duke Energy Carolinas, LLC",2720,"Buck","Rowan","Natural Gas Fired Combined Cycle","NG","Salisbury",22,"37159","Rowan County, North Carolina","Rowan County","North Carolina",62091,2020,"Natural Gas","Fossil Fuel"
5416,"Duke Energy Carolinas, LLC",2721,"James E. Rogers Energy Complex","Cleveland","Conventional Steam Coal","BIT","Cliffside",22,"37045","Cleveland County, North Carolina","Cleveland County","North Carolina",55121,2020,"Coal","Fossil Fuel"
5416,"Duke Energy Carolinas, LLC",2721,"James E. Rogers Energy Complex","Cleveland","Conventional Steam Coal","BIT","Cliffside",22,"37045","Cleveland County, North Carolina","Cleveland County","North Carolina",55121,2020,"Coal","Fossil Fuel"
5416,"Duke Energy Carolinas, LLC",2722,"Cowans Ford","Lincoln","Conventional Hydroelectric","WAT","Stanley",22,"37109","Lincoln County, North Carolina","Lincoln County","North Carolina",72078,2020,"Hydroelectric","Renewable Fuel"
5416,"Duke Energy Carolinas, LLC",2722,"Cowans Ford","Lincoln","Conventional Hydroelectric","WAT","Stanley",22,"37109","Lincoln County, North Carolina","Lincoln County","North Carolina",72078,2020,"Hydroelectric","Renewable Fuel"
5416,"Duke Energy Carolinas, LLC",2722,"Cowans Ford","Lincoln","Conventional Hydroelectric","WAT","Stanley",22,"37109","Lincoln County, North Carolina","Lincoln County","North Carolina",72078,2020,"Hydroelectric","Renewable Fuel"
5416,"Duke Energy Carolinas, LLC",2722,"Cowans Ford","Lincoln","Conventional Hydroelectric","WAT","Stanley",22,"37109","Lincoln County, North Carolina","Lincoln County","North Carolina",72078,2020,"Hydroelectric","Renewable Fuel"
5416,"Duke Energy Carolinas, LLC",2723,"Dan River","Rockingham","Natural Gas Fired Combined Cycle","NG","Eden",22,"37157","Rockingham County, North Carolina","Rockingham County","North Carolina",55678,2020,"Natural Gas","Fossil Fuel"
5416,"Duke Energy Carolinas, LLC",2723,"Dan River","Rockingham","Natural Gas Fired Combined Cycle","NG","Eden",22,"37157","Rockingham County, North Carolina","Rockingham County","North Carolina",55678,2020,"Natural Gas","Fossil Fuel"
5416,"Duke Energy Carolinas, LLC",2723,"Dan River","Rockingham","Natural Gas Fired Combined Cycle","NG","Eden",22,"37157","Rockingham County, North Carolina","Rockingham County","North Carolina",55678,2020,"Natural Gas","Fossil Fuel"
5416,"Duke Energy Carolinas, LLC",2726,"Lookout Shoals","Iredell","Conventional Hydroelectric","WAT","Statesville",22,"37097","Iredell County, North Carolina","Iredell County","North Carolina",73346,2020,"Hydroelectric","Renewable Fuel"
5416,"Duke Energy Carolinas, LLC",2726,"Lookout Shoals","Iredell","Conventional Hydroelectric","WAT","Statesville",22,"37097","Iredell County, North Carolina","Iredell County","North Carolina",73346,2020,"Hydroelectric","Renewable Fuel"
5416,"Duke Energy Carolinas, LLC",2726,"Lookout Shoals","Iredell","Conventional Hydroelectric","WAT","Statesville",22,"37097","Iredell County, North Carolina","Iredell County","North Carolina",73346,2020,"Hydroelectric","Renewable Fuel"
5416,"Duke Energy Carolinas, LLC",2727,"Marshall (NC)","Catawba","Conventional Steam Coal","BIT","Terrell",22,"37035","Catawba County, North Carolina","Catawba County","North Carolina",66210,2020,"Coal","Fossil Fuel"
5416,"Duke Energy Carolinas, LLC",2727,"Marshall (NC)","Catawba","Conventional Steam Coal","BIT","Terrell",22,"37035","Catawba County, North Carolina","Catawba County","North Carolina",66210,2020,"Coal","Fossil Fuel"
5416,"Duke Energy Carolinas, LLC",2727,"Marshall (NC)","Catawba","Conventional Steam Coal","BIT","Terrell",22,"37035","Catawba County, North Carolina","Catawba County","North Carolina",66210,2020,"Coal","Fossil Fuel"
5416,"Duke Energy Carolinas, LLC",2727,"Marshall (NC)","Catawba","Conventional Steam Coal","BIT","Terrell",22,"37035","Catawba County, North Carolina","Catawba County","North Carolina",66210,2020,"Coal","Fossil Fuel"
5416,"Duke Energy Carolinas, LLC",2728,"Mountain Island","Gaston","Conventional Hydroelectric","WAT","Mount Holly",22,"37071","Gaston County, North Carolina","Gaston County","North Carolina",66558,2020,"Hydroelectric","Renewable Fuel"
5416,"Duke Energy Carolinas, LLC",2728,"Mountain Island","Gaston","Conventional Hydroelectric","WAT","Mount Holly",22,"37071","Gaston County, North Carolina","Gaston County","North Carolina",66558,2020,"Hydroelectric","Renewable Fuel"
5416,"Duke Energy Carolinas, LLC",2728,"Mountain Island","Gaston","Conventional Hydroelectric","WAT","Mount Holly",22,"37071","Gaston County, North Carolina","Gaston County","North Carolina",66558,2020,"Hydroelectric","Renewable Fuel"
5416,"Duke Energy Carolinas, LLC",2728,"Mountain Island","Gaston","Conventional Hydroelectric","WAT","Mount Holly",22,"37071","Gaston County, North Carolina","Gaston County","North Carolina",66558,2020,"Hydroelectric","Renewable Fuel"
5416,"Duke Energy Carolinas, LLC",2729,"Oxford Dam","Catawba","Conventional Hydroelectric","WAT","Conover",22,"37035","Catawba County, North Carolina","Catawba County","North Carolina",66210,2020,"Hydroelectric","Renewable Fuel"
5416,"Duke Energy Carolinas, LLC",2729,"Oxford Dam","Catawba","Conventional Hydroelectric","WAT","Conover",22,"37035","Catawba County, North Carolina","Catawba County","North Carolina",66210,2020,"Hydroelectric","Renewable Fuel"
5416,"Duke Energy Carolinas, LLC",2730,"Rhodhiss","Caldwell","Conventional Hydroelectric","WAT","Rhodhiss",22,"37027","Caldwell County, North Carolina","Caldwell County","North Carolina",56738,2020,"Hydroelectric","Renewable Fuel"
5416,"Duke Energy Carolinas, LLC",2730,"Rhodhiss","Caldwell","Conventional Hydroelectric","WAT","Rhodhiss",22,"37027","Caldwell County, North Carolina","Caldwell County","North Carolina",56738,2020,"Hydroelectric","Renewable Fuel"
5416,"Duke Energy Carolinas, LLC",2730,"Rhodhiss","Caldwell","Conventional Hydroelectric","WAT","Rhodhiss",22,"37027","Caldwell County, North Carolina","Caldwell County","North Carolina",56738,2020,"Hydroelectric","Renewable Fuel"
13763,"Northbrook Carolina Hydro LLC",2735,"Turner Shoals","Polk","Conventional Hydroelectric","WAT","Mill Springs",22,"37149","Polk County, North Carolina","Polk County","North Carolina",65766,2020,"Hydroelectric","Renewable Fuel"
13763,"Northbrook Carolina Hydro LLC",2735,"Turner Shoals","Polk","Conventional Hydroelectric","WAT","Mill Springs",22,"37149","Polk County, North Carolina","Polk County","North Carolina",65766,2020,"Hydroelectric","Renewable Fuel"
63011,"Northbrook Tuxedo, LLC",2736,"Tuxedo","Henderson","Conventional Hydroelectric","WAT","Flat Rock",22,"37089","Henderson County, North Carolina","Henderson County","North Carolina",71966,2020,"Hydroelectric","Renewable Fuel"
63011,"Northbrook Tuxedo, LLC",2736,"Tuxedo","Henderson","Conventional Hydroelectric","WAT","Flat Rock",22,"37089","Henderson County, North Carolina","Henderson County","North Carolina",71966,2020,"Hydroelectric","Renewable Fuel"
5416,"Duke Energy Carolinas, LLC",2741,"Bear Creek Dam","Jackson","Conventional Hydroelectric","WAT","Tuckasegee",22,"37099","Jackson County, North Carolina","Jackson County","North Carolina",63715,2020,"Hydroelectric","Renewable Fuel"
5416,"Duke Energy Carolinas, LLC",2743,"Cedar Cliff","Jackson","Conventional Hydroelectric","WAT","Tuckasegee",22,"37099","Jackson County, North Carolina","Jackson County","North Carolina",63715,2020,"Hydroelectric","Renewable Fuel"
63010,"Northbrook Carolina Hydro II, LLC",2745,"Franklin (NC)","Macon","Conventional Hydroelectric","WAT","Franklin",22,"37113","Macon County, North Carolina","Macon County","North Carolina",60288,2020,"Hydroelectric","Renewable Fuel"
63010,"Northbrook Carolina Hydro II, LLC",2745,"Franklin (NC)","Macon","Conventional Hydroelectric","WAT","Franklin",22,"37113","Macon County, North Carolina","Macon County","North Carolina",60288,2020,"Hydroelectric","Renewable Fuel"
63010,"Northbrook Carolina Hydro II, LLC",2746,"Mission","Clay","Conventional Hydroelectric","WAT","Murphy",22,"37043","Clay County, North Carolina","Clay County","North Carolina",54777,2020,"Hydroelectric","Renewable Fuel"
63010,"Northbrook Carolina Hydro II, LLC",2746,"Mission","Clay","Conventional Hydroelectric","WAT","Murphy",22,"37043","Clay County, North Carolina","Clay County","North Carolina",54777,2020,"Hydroelectric","Renewable Fuel"
63010,"Northbrook Carolina Hydro II, LLC",2746,"Mission","Clay","Conventional Hydroelectric","WAT","Murphy",22,"37043","Clay County, North Carolina","Clay County","North Carolina",54777,2020,"Hydroelectric","Renewable Fuel"
5416,"Duke Energy Carolinas, LLC",2747,"Nantahala","Macon","Conventional Hydroelectric","WAT","Topton",22,"37113","Macon County, North Carolina","Macon County","North Carolina",60288,2020,"Hydroelectric","Renewable Fuel"
5416,"Duke Energy Carolinas, LLC",2749,"Tennessee Creek","Jackson","Conventional Hydroelectric","WAT","Tuckasegee",22,"37099","Jackson County, North Carolina","Jackson County","North Carolina",63715,2020,"Hydroelectric","Renewable Fuel"
5416,"Duke Energy Carolinas, LLC",2750,"Thorpe","Jackson","Conventional Hydroelectric","WAT","Tuckasegee",22,"37099","Jackson County, North Carolina","Jackson County","North Carolina",63715,2020,"Hydroelectric","Renewable Fuel"
5416,"Duke Energy Carolinas, LLC",2751,"Tuckasegee","Jackson","Conventional Hydroelectric","WAT","Tuckasegee",22,"37099","Jackson County, North Carolina","Jackson County","North Carolina",63715,2020,"Hydroelectric","Renewable Fuel"
19876,"Virginia Electric & Power Co",2756,"Gaston","Halifax","Conventional Hydroelectric","WAT","Roanoke Rapids",22,"37131","Northampton County, North Carolina","Northampton County","North Carolina",48815,2020,"Hydroelectric","Renewable Fuel"
19876,"Virginia Electric & Power Co",2756,"Gaston","Halifax","Conventional Hydroelectric","WAT","Roanoke Rapids",22,"37131","Northampton County, North Carolina","Northampton County","North Carolina",48815,2020,"Hydroelectric","Renewable Fuel"
19876,"Virginia Electric & Power Co",2756,"Gaston","Halifax","Conventional Hydroelectric","WAT","Roanoke Rapids",22,"37131","Northampton County, North Carolina","Northampton County","North Carolina",48815,2020,"Hydroelectric","Renewable Fuel"
19876,"Virginia Electric & Power Co",2756,"Gaston","Halifax","Conventional Hydroelectric","WAT","Roanoke Rapids",22,"37131","Northampton County, North Carolina","Northampton County","North Carolina",48815,2020,"Hydroelectric","Renewable Fuel"
19876,"Virginia Electric & Power Co",2758,"Roanoke Rapids","Halifax","Conventional Hydroelectric","WAT","Roanoke Rapids",22,"37083","Halifax County, North Carolina","Halifax County","North Carolina",45252,2020,"Hydroelectric","Renewable Fuel"
19876,"Virginia Electric & Power Co",2758,"Roanoke Rapids","Halifax","Conventional Hydroelectric","WAT","Roanoke Rapids",22,"37083","Halifax County, North Carolina","Halifax County","North Carolina",45252,2020,"Hydroelectric","Renewable Fuel"
19876,"Virginia Electric & Power Co",2758,"Roanoke Rapids","Halifax","Conventional Hydroelectric","WAT","Roanoke Rapids",22,"37083","Halifax County, North Carolina","Halifax County","North Carolina",45252,2020,"Hydroelectric","Renewable Fuel"
19876,"Virginia Electric & Power Co",2758,"Roanoke Rapids","Halifax","Conventional Hydroelectric","WAT","Roanoke Rapids",22,"37083","Halifax County, North Carolina","Halifax County","North Carolina",45252,2020,"Hydroelectric","Renewable Fuel"
10604,"Lake Lure Town of",2773,"Lake Lure","Rutherford","Conventional Hydroelectric","WAT","Lake Lure",22,"37161","Rutherford County, North Carolina","Rutherford County","North Carolina",53158,2020,"Hydroelectric","Renewable Fuel"
10604,"Lake Lure Town of",2773,"Lake Lure","Rutherford","Conventional Hydroelectric","WAT","Lake Lure",22,"37161","Rutherford County, North Carolina","Rutherford County","North Carolina",53158,2020,"Hydroelectric","Renewable Fuel"
18642,"Tennessee Valley Authority",2778,"Chatuge","Clay","Conventional Hydroelectric","WAT","Hayesville",22,"37043","Clay County, North Carolina","Clay County","North Carolina",54777,2020,"Hydroelectric","Renewable Fuel"
18642,"Tennessee Valley Authority",2779,"Fontana Dam","Swain","Conventional Hydroelectric","WAT","Fontana Dam",22,"37173","Swain County, North Carolina","Swain County","North Carolina",63789,2020,"Hydroelectric","Renewable Fuel"
18642,"Tennessee Valley Authority",2779,"Fontana Dam","Swain","Conventional Hydroelectric","WAT","Fontana Dam",22,"37173","Swain County, North Carolina","Swain County","North Carolina",63789,2020,"Hydroelectric","Renewable Fuel"
18642,"Tennessee Valley Authority",2779,"Fontana Dam","Swain","Conventional Hydroelectric","WAT","Fontana Dam",22,"37173","Swain County, North Carolina","Swain County","North Carolina",63789,2020,"Hydroelectric","Renewable Fuel"
18642,"Tennessee Valley Authority",2780,"Hiwassee Dam","Cherokee","Conventional Hydroelectric","WAT","Murphy",22,"37039","Cherokee County, North Carolina","Cherokee County","North Carolina",52797,2020,"Hydroelectric","Renewable Fuel"
18642,"Tennessee Valley Authority",2780,"Hiwassee Dam","Cherokee","Hydroelectric Pumped Storage","WAT","Murphy",22,"37039","Cherokee County, North Carolina","Cherokee County","North Carolina",52797,2020,"Hydroelectric","Renewable Fuel"
13683,"North Carolina El Member Corp",2783,"Buxton","Dare","Petroleum Liquids","DFO","Buxton",22,"37055","Dare County, North Carolina","Dare County","North Carolina",78462,2020,"Petroleum Product","Fossil Fuel"
13683,"North Carolina El Member Corp",2783,"Buxton","Dare","Petroleum Liquids","DFO","Buxton",22,"37055","Dare County, North Carolina","Dare County","North Carolina",78462,2020,"Petroleum Product","Fossil Fuel"
13683,"North Carolina El Member Corp",2783,"Buxton","Dare","Petroleum Liquids","DFO","Buxton",22,"37055","Dare County, North Carolina","Dare County","North Carolina",78462,2020,"Petroleum Product","Fossil Fuel"
13683,"North Carolina El Member Corp",2783,"Buxton","Dare","Petroleum Liquids","DFO","Buxton",22,"37055","Dare County, North Carolina","Dare County","North Carolina",78462,2020,"Petroleum Product","Fossil Fuel"
13683,"North Carolina El Member Corp",2783,"Buxton","Dare","Petroleum Liquids","DFO","Buxton",22,"37055","Dare County, North Carolina","Dare County","North Carolina",78462,2020,"Petroleum Product","Fossil Fuel"
3046,"Duke Energy Progress - (NC)",6014,"Brunswick Nuclear","Brunswick","Nuclear","NUC","Southport",22,"37019","Brunswick County, North Carolina","Brunswick County","North Carolina",71988,2020,"Nuclear","Nuclear"
3046,"Duke Energy Progress - (NC)",6014,"Brunswick Nuclear","Brunswick","Nuclear","NUC","Southport",22,"37019","Brunswick County, North Carolina","Brunswick County","North Carolina",71988,2020,"Nuclear","Nuclear"
3046,"Duke Energy Progress - (NC)",6015,"Harris","Wake","Nuclear","NUC","New Hill",22,"37183","Wake County, North Carolina","Wake County","North Carolina",104072,2020,"Nuclear","Nuclear"
5416,"Duke Energy Carolinas, LLC",6038,"McGuire","Mecklenburg","Nuclear","NUC","Huntersville",22,"37119","Mecklenburg County, North Carolina","Mecklenburg County","North Carolina",85793,2020,"Nuclear","Nuclear"
5416,"Duke Energy Carolinas, LLC",6038,"McGuire","Mecklenburg","Nuclear","NUC","Huntersville",22,"37119","Mecklenburg County, North Carolina","Mecklenburg County","North Carolina",85793,2020,"Nuclear","Nuclear"
3046,"Duke Energy Progress - (NC)",6250,"Mayo","Person","Conventional Steam Coal","BIT","Roxboro",22,"37145","Person County, North Carolina","Person County","North Carolina",70814,2020,"Coal","Fossil Fuel"
13683,"North Carolina El Member Corp",6377,"Ocracoke Hybrid","Hyde","Petroleum Liquids","DFO","Ocracoke",22,"37095","Hyde County, North Carolina","Hyde County","North Carolina",51471,2020,"Petroleum Product","Fossil Fuel"
13683,"North Carolina El Member Corp",6377,"Ocracoke Hybrid","Hyde","Batteries","MWH","Ocracoke",22,"37095","Hyde County, North Carolina","Hyde County","North Carolina",51471,2020,"Energy Storage","Other"
5416,"Duke Energy Carolinas, LLC",6438,"Queens Creek","Macon","Conventional Hydroelectric","WAT","Topton",22,"37113","Macon County, North Carolina","Macon County","North Carolina",60288,2020,"Hydroelectric","Renewable Fuel"
